Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000076236|Mir682	96	165	165	156	102	82	108	101	100	126	80	95	79	182	190	140	118	109	79	98	136	132
ENSMUSG00000076237|AL590614.1	94	4	3	1	3	3	1	3	5	2	3	3	8	9	7	6	10	1	1	1	4	9
ENSMUSG00000076238|AC122372.1	94	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076240|Mir702	109	127	103	88	99	89	68	91	75	135	88	104	112	105	93	63	126	98	93	77	102	95
ENSMUSG00000076241|Mir543	80	1	1	0	0	2	1	1	0	2	0	2	0	0	2	0	1	0	0	0	0	0
ENSMUSG00000076246|AC122357.1	107	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076251|Mir501	109	4	2	1	5	4	4	5	3	7	3	5	3	1	2	5	4	0	4	0	4	5
ENSMUSG00000076252|Mir302b	74	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	2	0	2
ENSMUSG00000076253|Mir680-3	87	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076255|Mir92b	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000076256|Mir19b-1	87	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000076258|AC087541.1	57	267476	243369	569693	494518	963970	416346	403062	434312	347303	442154	632541	217930	147689	175119	266631	228901	151413	352910	249094	162064	144306
ENSMUSG00000076269|Mir374	95	9	8	1	1	2	11	4	6	2	5	5	3	6	2	8	3	6	5	3	6	3
ENSMUSG00000076270|Mir719	110	97	77	73	73	60	69	113	69	106	85	69	88	100	132	108	105	102	93	78	126	118
ENSMUSG00000076271|Mir697	109	38	25	26	21	14	32	35	28	43	26	25	31	26	23	21	41	25	26	24	28	30
ENSMUSG00000076272|Mir666	99	1	0	0	0	1	0	1	0	2	2	3	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076274|AC134908.1	92	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000076275|Mir675	84	2	0	1	0	0	4	1	1	2	1	0	3	1	2	0	0	4	1	0	1	0
ENSMUSG00000076281|AC160935.1	57	843	866	1640	1312	2409	1305	1083	1299	902	1136	1759	669	735	783	909	733	529	999	769	638	465
ENSMUSG00000076282|AC156273.1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076284|AC134452.1	98	1	0	0	1	1	2	1	0	1	1	1	0	0	0	0	0	3	0	2	2	2
ENSMUSG00000076286|Mir672	100	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1
ENSMUSG00000076287|AC109299.1	164	34	31	23	20	15	27	30	29	30	31	16	37	30	25	33	18	32	26	22	32	35
ENSMUSG00000076288|Mir301b	97	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076292|AC122184.1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076294|AL627124.1	96	8	7	2	5	1	2	7	2	4	2	2	4	0	0	7	3	6	5	3	4	4
ENSMUSG00000076296|CR974423.1	103	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076300|AC157912.1	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076303|AC133509.1	116	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000076304|CT573086.1	110	14	17	13	15	13	11	14	17	31	11	11	24	7	11	13	22	11	20	12	24	21
ENSMUSG00000076305|AC133509.2	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076309|Mir147	79	6	7	4	5	7	17	8	6	6	3	4	12	10	11	7	9	11	13	8	5	4
ENSMUSG00000076312|Mir499	79	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
ENSMUSG00000076313|Mir665	94	0	0	2	2	2	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000076315|Mir343	75	14	6	14	14	12	15	12	12	12	13	11	20	20	21	10	9	20	16	15	17	20
ENSMUSG00000076316|Mir673	91	0	0	4	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0
ENSMUSG00000076318|Mir216b	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076320|AC167419.1	99	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076323|AL603804.1	99	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000076327|AC144778.1	110	7	7	14	3	5	3	3	5	6	4	8	5	11	9	10	24	8	7	4	14	20
ENSMUSG00000076332|AC151412.1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076333|Mir599	88	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
ENSMUSG00000076335|Mir670	100	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076337|BX255277.1	101	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000076338|Mir181d	72	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076343|AC137692.1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076355|AC151983.1	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076356|AL607145.1	90	0	0	2	0	2	1	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000076357|Mir653	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076360|AC171202.1	104	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
ENSMUSG00000076361|Mir182	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076364|AL731552.1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076366|AC099576.1	106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076370|AC132253.1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000076371|AL671993.1	109	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3
ENSMUSG00000076372|Mir568	83	62	64	49	51	45	50	67	51	60	57	56	55	41	40	49	33	40	58	28	35	21
ENSMUSG00000076376|Mir674	100	1	4	8	1	2	2	3	5	12	1	1	7	4	3	3	3	2	1	1	4	5
ENSMUSG00000076377|AC153972.1	83	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	1	1
ENSMUSG00000076379|Mir190	85	53	61	54	45	40	26	35	43	70	30	45	74	53	40	34	66	40	63	29	44	57
ENSMUSG00000076382|AC163625.1	82	0	1	1	1	0	2	2	0	0	0	0	2	0	0	0	1	0	0	1	2	0
ENSMUSG00000076385|AC114901.1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076387|Mir671	98	84	89	63	76	36	46	68	50	115	78	41	82	65	81	64	74	79	88	55	86	109
ENSMUSG00000076389|AC099601.1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076392|AC116121.1	109	28	22	27	17	22	27	25	15	33	17	20	28	26	39	35	34	47	34	29	35	45
ENSMUSG00000076394|AL663045.1	99	1	5	4	2	1	4	4	0	3	3	4	0	5	1	4	5	1	3	1	4	1
ENSMUSG00000076395|AC113593.1	86	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	2	0
ENSMUSG00000076396|Mir667	92	0	0	3	0	1	0	0	0	0	1	3	0	0	0	1	1	0	1	3	0	1
ENSMUSG00000076398|Mir676	89	0	2	5	3	1	2	4	2	4	4	1	2	5	5	2	3	1	2	3	3	2
ENSMUSG00000076399|Mir450-2	69	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076407|CT010465.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000076409|AC103388.1	69	1	6	8	0	2	4	1	5	2	1	1	1	0	7	2	3	3	3	1	0	4
ENSMUSG00000076424|AC154309.1	68	1	0	0	3	0	1	0	0	1	1	0	1	1	1	0	2	0	1	2	1	0
ENSMUSG00000076430|Hus1b	1187	44	54	47	36	27	29	45	40	56	39	38	58	42	48	42	48	45	65	43	49	55
ENSMUSG00000076431|Sox4	4795	1151	996	797	454	431	741	1166	853	910	559	766	1232	833	743	1716	1848	1529	741	413	1581	2315
ENSMUSG00000076432|Ywhaq	3061	5109	4808	4425	4956	3531	3841	4651	4452	5982	4086	4784	5349	5008	5532	4586	6134	5359	4554	4190	5828	6343
ENSMUSG00000076433|BC100451	1944	351	382	344	327	182	334	375	370	368	289	323	348	339	182	227	320	172	215	139	190	202
ENSMUSG00000076434|Wfdc3	2530	17	7	6	14	4	12	28	19	12	17	18	15	5	10	47	13	22	14	9	8	12
ENSMUSG00000076435|Acsf2	5112	694	650	688	622	500	468	697	753	714	593	635	648	615	987	780	658	878	994	561	771	1243
ENSMUSG00000076436|Oxct2a	1760	3	7	0	12	0	40	4	1	2	1	0	0	24	1	13	15	1	2	1	1	2
ENSMUSG00000076437|2700094K13Rik	999	286	284	245	272	155	235	323	265	314	234	216	241	308	339	313	336	367	285	283	364	409
ENSMUSG00000076438|Oxct2b	1753	1	2	0	20	1	54	5	0	0	0	1	0	13	0	14	20	1	0	0	3	1
ENSMUSG00000076439|Mog	1949	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000076441|Ass1	2307	227	113	151	121	92	116	861	107	152	115	119	109	155	163	523	122	195	115	477	117	192
ENSMUSG00000076444|Mir761	76	83	86	61	69	60	62	98	64	88	73	63	90	97	91	92	114	70	75	72	108	80
ENSMUSG00000076445|AC119211.1	96	41	36	27	16	12	10	29	15	28	17	21	30	56	37	44	20	32	17	11	22	29
ENSMUSG00000076448|Mir763	120	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0
ENSMUSG00000076450|Mir804	95	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0
ENSMUSG00000076451|Mir770	94	18	33	28	24	31	11	26	19	34	19	17	30	17	15	21	20	18	10	18	19	14
ENSMUSG00000076453|Mir759	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076454|Mir762	76	9	9	9	12	7	14	7	6	17	12	5	11	17	11	11	22	13	14	8	15	16
ENSMUSG00000076455|Mir767	107	11	25	7	7	2	3	7	7	20	4	5	11	15	8	7	6	6	5	5	8	10
ENSMUSG00000076456|Mir760	119	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0
ENSMUSG00000076457|Mir802	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076458|Mir764	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076459|Mir758	81	4	1	0	1	2	0	0	0	3	0	4	1	1	0	1	0	0	1	0	0	1
ENSMUSG00000076460|Mir744	100	45	28	34	40	22	19	38	30	42	42	16	41	46	39	30	36	45	54	30	41	60
ENSMUSG00000076461|Trbv1	350	1	0	2	1	0	0	2	1	3	1	2	0	1	3	0	3	2	2	1	2	4
ENSMUSG00000076462|Trbv2	344	0	1	1	0	2	0	0	0	0	0	0	0	1	3	0	2	0	2	0	0	8
ENSMUSG00000076463|Trbv3	347	3	3	1	1	1	5	3	3	1	0	0	0	2	2	0	3	2	4	0	4	7
ENSMUSG00000076464|Trbv4	339	1	2	3	0	0	1	0	0	1	1	0	3	4	0	0	2	1	2	3	0	2
ENSMUSG00000076465|Trbv5	341	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	2	2	0	3	0
ENSMUSG00000076467|Trbv13-1	334	4	0	1	0	2	0	0	4	2	2	0	2	6	2	1	6	3	6	0	1	1
ENSMUSG00000076469|Trbv13-2	319	5	2	1	1	0	4	8	8	3	1	1	9	4	0	1	2	3	5	7	1	4
ENSMUSG00000076470|Trbv13-3	340	0	1	3	5	0	0	1	3	1	0	2	0	0	1	1	0	1	8	1	2	0
ENSMUSG00000076471|Trbv14	339	0	2	1	0	0	0	2	0	0	0	0	0	0	0	2	1	1	2	2	0	0
ENSMUSG00000076472|Trbv15	347	0	0	0	1	0	0	26	4	1	1	1	0	2	1	1	1	2	2	2	0	0
ENSMUSG00000076473|Trbv16	342	1	3	1	0	0	1	3	4	4	3	0	1	2	2	1	6	1	7	0	1	2
ENSMUSG00000076474|Trbv17	339	0	0	0	0	0	3	0	2	1	1	0	0	1	1	2	0	2	0	0	0	2
ENSMUSG00000076475|Trbv19	352	0	0	1	0	0	1	2	0	2	0	1	0	1	1	0	5	2	2	0	0	1
ENSMUSG00000076476|Trbv20	335	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0
ENSMUSG00000076477|Trbv21	290	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076478|Trbv23	344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076479|Trbv26	344	1	0	0	0	0	0	0	2	2	0	1	0	0	0	1	2	2	1	0	1	0
ENSMUSG00000076480|Trbv29	344	0	1	1	0	0	0	0	3	0	0	1	1	2	4	0	1	1	0	1	1	2
ENSMUSG00000076481|Trbv30	332	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076483|Trbj1-1	48	3	2	2	1	1	0	0	2	1	4	1	0	0	2	3	2	5	0	1	1	2
ENSMUSG00000076484|Trbj1-2	48	0	0	0	1	2	3	3	3	0	0	1	0	2	4	0	2	3	0	2	0	0
ENSMUSG00000076485|Trbj1-3	54	2	4	1	2	3	0	1	0	0	0	1	0	0	4	1	0	2	1	1	2	2
ENSMUSG00000076486|Trbj1-4	51	0	1	0	0	1	2	2	1	0	1	1	0	0	0	0	3	2	1	0	3	4
ENSMUSG00000076487|Trbj1-5	50	2	0	2	1	3	4	0	3	0	1	1	3	1	1	0	1	4	0	1	1	1
ENSMUSG00000076488|Trbj1-6	53	1	1	0	1	3	2	1	2	1	2	2	0	2	0	1	0	2	5	0	1	1
ENSMUSG00000076489|Trbj1-7	45	2	1	0	0	2	1	1	2	1	0	2	0	1	1	0	1	1	2	1	2	0
ENSMUSG00000076490|Trbc1	512	22	13	15	5	8	16	11	21	18	10	4	9	19	13	9	35	10	21	19	19	19
ENSMUSG00000076492|Trbj2-1	50	5	0	1	1	1	0	4	3	1	0	4	2	3	3	2	4	4	1	2	2	3
ENSMUSG00000076493|Trbj2-2	51	3	0	2	0	0	0	4	0	0	0	1	3	3	0	0	2	1	3	2	2	3
ENSMUSG00000076494|Trbj2-3	49	6	0	2	0	0	1	7	0	0	3	1	2	4	0	1	1	0	4	3	2	3
ENSMUSG00000076495|Trbj2-4	49	3	0	2	0	2	0	5	0	1	1	1	2	4	2	1	1	0	5	2	4	3
ENSMUSG00000076496|Trbj2-5	49	4	0	2	1	2	0	5	0	1	1	3	2	5	1	1	2	0	4	2	3	4
ENSMUSG00000076497|Trbj2-7	47	4	0	1	0	2	0	7	1	2	2	1	4	5	2	1	1	0	6	3	2	5
ENSMUSG00000076498|Trbc2	521	45	37	35	29	14	18	68	34	33	29	22	29	44	37	18	73	23	55	26	40	61
ENSMUSG00000076499|Trbv31	334	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	3	0	1	0	1	0
ENSMUSG00000076500|Gm20730	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076501|Igkv2-137	362	6	2	1	1	2	0	98	2	3	0	4	13	2	32	2	107	1	2	0	0	1
ENSMUSG00000076505|Igkv1-131	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000076508|Igkv17-127	341	6	1	2	3	0	0	15	6	3	0	1	4	3	4	0	1	5	9	0	3	0
ENSMUSG00000076512|Igkv9-123	353	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	5	0	1	0	0	0
ENSMUSG00000076514|Igkv17-121	350	3	1	2	2	0	1	3	9	2	2	0	2	51	1	0	5	1	0	0	0	12
ENSMUSG00000076518|Igkv2-112	358	0	3	1	2	1	0	9	2	0	1	0	2	0	1	1	80	1	5	0	7	1
ENSMUSG00000076522|Igkv16-104	348	42	10	4	4	1	15	51	21	9	4	7	24	1	4	8	30	1	2	2	0	0
ENSMUSG00000076523|Igkv15-103	347	17	6	1	20	1	4	34	78	22	21	1	9	46	197	4	18	8	12	27	2	0
ENSMUSG00000076525|Igkv1-99	359	7	0	0	0	1	0	1	1	0	1	0	1	0	0	27	0	0	0	0	8	1
ENSMUSG00000076526|Igkv12-98	344	2	1	0	0	1	0	13	0	7	0	5	6	1	0	0	74	1	0	1	0	0
ENSMUSG00000076530|Igkv19-93	344	148	3	1	7	3	9	84	59	60	11	14	50	40	10	23	249	7	4	0	244	3
ENSMUSG00000076531|Igkv4-92	351	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000076532|Igkv4-91	345	129	31	11	13	2	10	138	152	17	36	101	46	25	35	9	352	4	9	0	5	2
ENSMUSG00000076533|Igkv4-90	326	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076534|Igkv12-89	335	46	5	6	2	26	20	98	95	2	4	6	22	8	20	4	49	0	3	0	3	0
ENSMUSG00000076535|Igkv1-88	362	0	2	0	0	0	0	16	2	3	0	0	0	0	0	12	0	0	0	0	0	0
ENSMUSG00000076536|Igkv4-86	340	1	4	0	0	0	11	14	4	4	0	0	3	30	2	2	66	1	1	0	1	0
ENSMUSG00000076538|Igkv13-84	347	1	0	1	6	1	0	3	3	1	0	0	0	0	4	2	3	3	1	0	0	0
ENSMUSG00000076539|Igkv4-81	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076540|Igkv4-80	346	13	1	1	4	0	0	62	11	1	0	3	9	0	2	0	105	0	1	0	12	0
ENSMUSG00000076541|Igkv4-79	352	0	0	0	0	0	0	1	1	3	0	4	0	0	1	0	2	0	9	0	1	0
ENSMUSG00000076543|Igkv4-74	358	32	5	0	0	0	0	6	0	0	0	3	1	2	1	0	2	2	3	1	0	0
ENSMUSG00000076545|Igkv4-72	352	1	1	3	0	0	0	116	2	2	14	0	3	1	2	0	16	1	0	0	18	4
ENSMUSG00000076547|Igkv4-70	348	38	0	0	14	0	0	120	7	5	2	1	1	1	38	1	3	0	1	0	0	3
ENSMUSG00000076548|Igkv4-69	348	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	1	2	0	0
ENSMUSG00000076549|Igkv4-68	352	17	1	2	26	0	1	26	52	3	6	29	0	0	3	50	25	0	2	0	24	1
ENSMUSG00000076550|Igkv4-63	286	39	0	0	0	0	0	57	0	0	0	0	0	0	1	65	0	0	0	0	1	0
ENSMUSG00000076552|Igkv4-61	284	3	0	0	0	0	1	4	2	28	0	0	0	4	1	8	0	3	0	0	0	0
ENSMUSG00000076555|Igkv4-57-1	358	33	0	4	1	0	2	334	1	4	15	2	0	1	7	28	14	4	0	0	1	1
ENSMUSG00000076556|Igkv4-57	350	4	3	9	0	0	51	24	31	91	16	1	15	1	1	9	2	2	0	0	6	2
ENSMUSG00000076557|Igkv4-56	286	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076562|Igkv4-50	352	1	1	1	0	0	2	0	2	0	31	0	1	2	2	0	7	0	1	0	0	1
ENSMUSG00000076563|Igkv5-48	347	4	4	0	28	0	6	41	4	2	35	2	1	1	0	1	3	0	3	0	0	1
ENSMUSG00000076564|Igkv12-46	347	40	0	0	8	8	14	22	11	2	1	0	4	13	2	38	143	0	1	0	1	2
ENSMUSG00000076569|Igkv5-39	287	8	28	7	2	0	5	29	7	21	6	26	11	26	9	7	0	0	19	0	5	47
ENSMUSG00000076570|Igkv12-38	344	0	0	0	0	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000076571|Igkv5-37	347	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076572|Igkv18-36	344	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076573|Igkv1-35	359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076575|Igkv7-33	362	0	0	0	0	0	1	11	0	0	1	0	17	0	0	0	1	1	5	0	0	0
ENSMUSG00000076576|Igkv6-32	347	59	5	3	1	0	3	5	11	2	1	0	0	5	0	18	45	1	1	0	8	0
ENSMUSG00000076577|Igkv8-30	365	151	4	0	3	1	62	157	30	128	3	5	3	0	7	13	158	3	0	0	19	0
ENSMUSG00000076578|Igkv6-29	344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076580|Igkv8-27	300	35	2	1	2	62	0	31	26	15	2	15	19	5	10	0	42	2	11	1	12	4
ENSMUSG00000076581|Igkv8-26	371	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076583|Igkv8-24	365	89	3	2	0	0	8	234	14	6	3	10	3	0	18	9	4	0	7	0	31	45
ENSMUSG00000076586|Igkv8-21	362	47	22	0	0	0	0	46	9	3	4	0	0	4	0	0	1	2	3	0	0	4
ENSMUSG00000076587|Igkv6-20	347	3	1	15	0	0	21	55	0	2	0	0	2	1	1	1	143	1	1	0	0	0
ENSMUSG00000076589|Igkv8-18	370	1	0	1	1	0	0	5	1	0	0	1	0	0	0	0	1	0	1	0	1	0
ENSMUSG00000076591|Igkv8-16	362	2	0	6	0	0	1	0	2	1	1	0	0	0	2	0	27	1	0	0	5	0
ENSMUSG00000076594|Igkv6-13	287	3	0	0	3	0	0	5	0	1	0	1	0	3	0	0	1	1	0	0	0	0
ENSMUSG00000076596|Igkv3-10	356	5	1	2	0	1	17	14	2	2	1	1	1	18	2	4	25	0	3	0	2	0
ENSMUSG00000076598|Igkv3-7	299	18	2	6	0	0	1	15	2	5	16	0	9	19	3	0	37	2	7	0	3	0
ENSMUSG00000076604|Igkj1	38	73	8	27	7	6	5	89	28	28	15	5	11	27	14	7	63	2	19	1	6	5
ENSMUSG00000076605|Igkj2	43	95	19	44	16	7	16	162	41	37	25	8	23	43	19	14	141	8	19	0	22	13
ENSMUSG00000076606|Igkj3	36	90	14	26	12	7	13	141	35	28	22	9	20	40	16	13	127	8	16	1	20	14
ENSMUSG00000076607|Igkj4	38	108	16	31	15	10	21	205	46	52	33	17	37	55	20	19	157	8	17	1	21	15
ENSMUSG00000076608|Igkj5	42	122	20	33	22	8	29	227	67	55	34	18	46	48	32	27	196	9	26	0	29	21
ENSMUSG00000076609|Igkc	323	2711	451	447	511	172	488	5014	1686	1315	788	470	915	757	666	596	4861	156	478	72	742	376
ENSMUSG00000076612|Ighg2c	1212	23	5	8	11	13	4	9	110	2	2	38	74	7	26	2	18	0	0	4	1	3
ENSMUSG00000076613|Ighg2b	1010	127	19	8	24	30	7	134	159	3	6	10	11	15	11	5	413	2	4	4	4	15
ENSMUSG00000076614|Ighg1	974	15	4	8	2	4	5	3	14	0	3	6	7	27	1	3	10	0	0	1	1	4
ENSMUSG00000076615|Ighg3	992	14	10	8	4	5	6	64	13	117	12	7	10	6	7	5	338	1	13	2	10	5
ENSMUSG00000076617|Ighm	1486	16985	10489	7057	6009	4187	4904	24581	11450	8143	6948	5848	8361	8775	5609	5875	28147	3177	4994	2604	10482	6429
ENSMUSG00000076618|Ighj4	54	198	48	34	30	25	53	398	116	130	65	36	111	74	48	73	357	24	66	7	57	59
ENSMUSG00000076619|Ighj3	48	157	35	21	22	24	43	319	82	102	33	27	88	37	29	42	246	12	45	3	34	48
ENSMUSG00000076620|Ighj2	54	112	34	18	18	11	28	239	56	73	22	17	63	24	22	22	170	7	33	4	22	25
ENSMUSG00000076621|Ighj1	53	84	38	22	15	7	23	285	66	76	31	22	68	35	29	28	180	7	19	7	28	35
ENSMUSG00000076630|Ighd1-1	23	1	5	1	0	0	3	26	1	12	2	4	8	0	2	0	14	0	0	0	0	1
ENSMUSG00000076632|Gm16968	23	1	2	1	0	0	2	11	0	4	1	0	5	0	0	0	7	0	0	0	0	0
ENSMUSG00000076633|Ighv5-2	350	1	3	1	2	0	2	19	0	4	1	0	7	0	0	2	7	0	4	0	0	3
ENSMUSG00000076646|Ighv2-6-8	342	1	2	1	0	0	2	27	0	5	25	10	3	0	0	0	2	0	0	1	1	0
ENSMUSG00000076652|Ighv7-1	357	17	3	1	19	0	23	136	31	91	87	2	41	8	17	1	130	12	2	1	2	2
ENSMUSG00000076653|Ighv7-2	354	1	2	0	0	0	2	10	0	2	0	0	1	0	0	0	2	0	0	0	0	0
ENSMUSG00000076655|Ighv4-1	350	14	2	0	0	0	4	29	18	4	3	2	2	14	2	12	195	2	16	1	2	1
ENSMUSG00000076661|Ighv16-1	299	1	2	0	0	0	2	10	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000076665|Ighv7-3	361	15	4	4	9	0	2	39	73	43	1	4	16	21	72	1	59	1	20	2	0	0
ENSMUSG00000076666|Ighv14-4	333	9	7	4	0	0	16	10	2	8	0	1	7	0	1	1	16	16	2	0	13	0
ENSMUSG00000076668|Ighv7-4	360	1	2	0	0	0	0	11	0	0	0	0	2	0	1	0	0	2	0	0	1	0
ENSMUSG00000076670|Ighv3-5	299	0	2	1	0	0	0	11	16	0	0	0	0	0	0	0	3	0	0	0	1	0
ENSMUSG00000076671|Ighv13-1	294	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076672|Ighv3-6	342	123	10	3	1	2	4	40	23	34	17	16	1	0	3	3	168	1	0	3	7	0
ENSMUSG00000076674|Ighv3-8	347	1	2	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	2	0
