geneID	Gho_TRT_Liver_male_1
ENSMUSG00000057130	1000
ENSMUSG00000057132	9
ENSMUSG00000057133	721
ENSMUSG00000057134	354
ENSMUSG00000057135	13
ENSMUSG00000057137	583
ENSMUSG00000057143	155
ENSMUSG00000057147	64
ENSMUSG00000057149	0
ENSMUSG00000057156	67
ENSMUSG00000057157	13
ENSMUSG00000057160	3
ENSMUSG00000057161	0
ENSMUSG00000057163	0
ENSMUSG00000057168	0
ENSMUSG00000057170	0
ENSMUSG00000057173	2
ENSMUSG00000057174	0
ENSMUSG00000057176	13
ENSMUSG00000057177	424
ENSMUSG00000057179	0
ENSMUSG00000057181	290
ENSMUSG00000057182	14
ENSMUSG00000057191	33
ENSMUSG00000057193	172
ENSMUSG00000057195	0
ENSMUSG00000057203	0
ENSMUSG00000057207	0
ENSMUSG00000057215	0
ENSMUSG00000057216	0
ENSMUSG00000057219	21
ENSMUSG00000057223	0
ENSMUSG00000057228	3607
ENSMUSG00000057229	458
ENSMUSG00000057230	95
ENSMUSG00000057234	60
ENSMUSG00000057236	1721
ENSMUSG00000057240	0
ENSMUSG00000057244	0
ENSMUSG00000057246	0
ENSMUSG00000057262	6
ENSMUSG00000057265	118
ENSMUSG00000057270	0
ENSMUSG00000057278	98
ENSMUSG00000057280	0
ENSMUSG00000057286	2
ENSMUSG00000057290	0
ENSMUSG00000057299	0
ENSMUSG00000057315	215
ENSMUSG00000057321	0
ENSMUSG00000057322	928
ENSMUSG00000057329	65
ENSMUSG00000057335	208
ENSMUSG00000057337	2
ENSMUSG00000057342	580
ENSMUSG00000057346	439
ENSMUSG00000057349	0
ENSMUSG00000057351	0
ENSMUSG00000057354	0
ENSMUSG00000057359	13
ENSMUSG00000057363	142
ENSMUSG00000057367	463
ENSMUSG00000057370	0
ENSMUSG00000057375	488
ENSMUSG00000057378	0
ENSMUSG00000057381	0
ENSMUSG00000057387	0
ENSMUSG00000057388	731
ENSMUSG00000057396	99
ENSMUSG00000057400	28011
ENSMUSG00000057402	0
ENSMUSG00000057406	558
ENSMUSG00000057409	76
ENSMUSG00000057411	383
ENSMUSG00000057417	0
ENSMUSG00000057421	423
ENSMUSG00000057424	0
ENSMUSG00000057425	148
ENSMUSG00000057439	0
ENSMUSG00000057440	99
ENSMUSG00000057443	0
ENSMUSG00000057444	0
ENSMUSG00000057446	0
ENSMUSG00000057447	0
ENSMUSG00000057454	0
ENSMUSG00000057455	0
ENSMUSG00000057457	0
ENSMUSG00000057461	0
ENSMUSG00000057464	0
ENSMUSG00000057465	6463
ENSMUSG00000057469	268
ENSMUSG00000057497	779
ENSMUSG00000057499	1
ENSMUSG00000057503	0
ENSMUSG00000057506	96
ENSMUSG00000057513	0
ENSMUSG00000057522	1073
ENSMUSG00000057530	3337
ENSMUSG00000057531	497
ENSMUSG00000057534	0
ENSMUSG00000057540	0
ENSMUSG00000057541	164
ENSMUSG00000057551	193
ENSMUSG00000057554	2149
ENSMUSG00000057561	938
ENSMUSG00000057564	0
ENSMUSG00000057572	277
ENSMUSG00000057577	0
ENSMUSG00000057580	11
ENSMUSG00000057592	0
ENSMUSG00000057594	87
ENSMUSG00000057596	142
ENSMUSG00000057604	17
ENSMUSG00000057605	9
ENSMUSG00000057606	0
ENSMUSG00000057609	0
ENSMUSG00000057610	0
ENSMUSG00000057612	0
ENSMUSG00000057614	53
ENSMUSG00000057615	0
ENSMUSG00000057626	14
ENSMUSG00000057637	592
ENSMUSG00000057649	164
ENSMUSG00000057650	0
ENSMUSG00000057654	0
ENSMUSG00000057657	21
ENSMUSG00000057666	8017
ENSMUSG00000057667	98
ENSMUSG00000057672	430
ENSMUSG00000057674	0
ENSMUSG00000057685	0
ENSMUSG00000057691	250
ENSMUSG00000057696	4
ENSMUSG00000057697	1
ENSMUSG00000057699	0
ENSMUSG00000057706	10
ENSMUSG00000057710	0
ENSMUSG00000057715	0
ENSMUSG00000057716	0
ENSMUSG00000057719	0
ENSMUSG00000057722	119
ENSMUSG00000057723	0
ENSMUSG00000057726	0
ENSMUSG00000057729	14
ENSMUSG00000057735	0
ENSMUSG00000057738	3644
ENSMUSG00000057751	7
ENSMUSG00000057754	0
ENSMUSG00000057761	0
ENSMUSG00000057762	3
ENSMUSG00000057766	8
ENSMUSG00000057767	0
ENSMUSG00000057770	0
ENSMUSG00000057777	0
ENSMUSG00000057778	291
ENSMUSG00000057788	271
ENSMUSG00000057789	135
ENSMUSG00000057799	0
ENSMUSG00000057801	0
ENSMUSG00000057802	2
ENSMUSG00000057805	0
ENSMUSG00000057816	0
ENSMUSG00000057817	0
ENSMUSG00000057818	0
ENSMUSG00000057829	34
ENSMUSG00000057832	0
ENSMUSG00000057835	87
ENSMUSG00000057836	59
ENSMUSG00000057841	2923
ENSMUSG00000057842	162
ENSMUSG00000057855	0
ENSMUSG00000057858	76
ENSMUSG00000057863	1570
ENSMUSG00000057880	7199
ENSMUSG00000057886	26
ENSMUSG00000057890	0
ENSMUSG00000057894	170
ENSMUSG00000057895	5
ENSMUSG00000057897	265
ENSMUSG00000057899	1
ENSMUSG00000057903	0
ENSMUSG00000057913	1
ENSMUSG00000057914	14
ENSMUSG00000057924	45
ENSMUSG00000057933	219
ENSMUSG00000057945	0
ENSMUSG00000057946	0
ENSMUSG00000057948	3
ENSMUSG00000057963	238
ENSMUSG00000057967	0
ENSMUSG00000057969	1
ENSMUSG00000057977	0
ENSMUSG00000057981	0
ENSMUSG00000057982	240
ENSMUSG00000057990	5
ENSMUSG00000057997	0
ENSMUSG00000058005	0
ENSMUSG00000058006	626
ENSMUSG00000058013	351
ENSMUSG00000058014	0
ENSMUSG00000058017	0
ENSMUSG00000058019	0
ENSMUSG00000058022	1409
ENSMUSG00000058028	0
ENSMUSG00000058030	0
ENSMUSG00000058046	0
ENSMUSG00000058050	3
ENSMUSG00000058052	0
ENSMUSG00000058056	135
ENSMUSG00000058057	1
ENSMUSG00000058063	0
ENSMUSG00000058064	22
ENSMUSG00000058070	76
ENSMUSG00000058071	0
ENSMUSG00000058073	12
ENSMUSG00000058076	2575
ENSMUSG00000058078	0
ENSMUSG00000058079	0
ENSMUSG00000058084	0
ENSMUSG00000058093	249
ENSMUSG00000058099	93
ENSMUSG00000058101	0
ENSMUSG00000058114	0
ENSMUSG00000058119	0
ENSMUSG00000058124	0
ENSMUSG00000058126	244
ENSMUSG00000058132	0
ENSMUSG00000058135	17745
ENSMUSG00000058145	1
ENSMUSG00000058147	0
ENSMUSG00000058152	109
ENSMUSG00000058153	0
ENSMUSG00000058159	0
ENSMUSG00000058163	23
ENSMUSG00000058172	0
ENSMUSG00000058173	60
ENSMUSG00000058174	5
ENSMUSG00000058176	0
ENSMUSG00000058183	0
ENSMUSG00000058186	0
ENSMUSG00000058188	0
ENSMUSG00000058192	73
ENSMUSG00000058194	0
ENSMUSG00000058200	0
ENSMUSG00000058207	516166
ENSMUSG00000058216	267
ENSMUSG00000058222	0
ENSMUSG00000058230	2130
ENSMUSG00000058239	558
ENSMUSG00000058240	161
ENSMUSG00000058244	0
ENSMUSG00000058246	1
ENSMUSG00000058248	0
ENSMUSG00000058250	0
ENSMUSG00000058251	0
ENSMUSG00000058252	0
ENSMUSG00000058253	0
ENSMUSG00000058254	336
ENSMUSG00000058258	639
ENSMUSG00000058260	16
ENSMUSG00000058267	294
ENSMUSG00000058270	0
ENSMUSG00000058275	0
ENSMUSG00000058281	0
ENSMUSG00000058287	0
ENSMUSG00000058290	5
ENSMUSG00000058291	368
ENSMUSG00000058295	0
ENSMUSG00000058297	14
ENSMUSG00000058298	127
ENSMUSG00000058301	755
ENSMUSG00000058317	290
ENSMUSG00000058318	271
ENSMUSG00000058325	666
ENSMUSG00000058328	1
ENSMUSG00000058331	67
ENSMUSG00000058349	0
ENSMUSG00000058351	77
ENSMUSG00000058354	0
ENSMUSG00000058355	1617
ENSMUSG00000058357	15
ENSMUSG00000058360	0
ENSMUSG00000058368	0
ENSMUSG00000058385	31
ENSMUSG00000058388	195
ENSMUSG00000058392	86
ENSMUSG00000058396	387
ENSMUSG00000058398	0
ENSMUSG00000058399	0
ENSMUSG00000058400	0
ENSMUSG00000058402	56
ENSMUSG00000058407	561
ENSMUSG00000058420	0
ENSMUSG00000058427	15
ENSMUSG00000058430	0
ENSMUSG00000058435	1
ENSMUSG00000058440	201
ENSMUSG00000058441	0
ENSMUSG00000058443	56
ENSMUSG00000058444	272
ENSMUSG00000058446	1556
ENSMUSG00000058447	3
ENSMUSG00000058454	1277
ENSMUSG00000058463	0
ENSMUSG00000058470	0
ENSMUSG00000058486	556
ENSMUSG00000058488	0
ENSMUSG00000058491	0
ENSMUSG00000058492	5411
ENSMUSG00000058498	0
ENSMUSG00000058499	0
ENSMUSG00000058503	115
ENSMUSG00000058508	0
ENSMUSG00000058513	0
ENSMUSG00000058515	0
ENSMUSG00000058521	0
ENSMUSG00000058523	1
ENSMUSG00000058537	0
ENSMUSG00000058542	110
ENSMUSG00000058546	1918
ENSMUSG00000058550	0
ENSMUSG00000058558	2779
ENSMUSG00000058567	28
ENSMUSG00000058568	0
ENSMUSG00000058569	661
ENSMUSG00000058571	31
ENSMUSG00000058579	8
ENSMUSG00000058581	51
ENSMUSG00000058586	395
ENSMUSG00000058587	431
ENSMUSG00000058588	0
ENSMUSG00000058589	0
ENSMUSG00000058590	0
ENSMUSG00000058594	617
ENSMUSG00000058600	1679
ENSMUSG00000058603	489
ENSMUSG00000058607	1
ENSMUSG00000058613	65
ENSMUSG00000058618	0
ENSMUSG00000058620	106
ENSMUSG00000058622	1
ENSMUSG00000058624	531
ENSMUSG00000058625	0
ENSMUSG00000058626	4
ENSMUSG00000058628	0
ENSMUSG00000058631	0
ENSMUSG00000058638	782
ENSMUSG00000058643	0
ENSMUSG00000058655	3976
ENSMUSG00000058656	2
ENSMUSG00000058659	0
ENSMUSG00000058661	1
ENSMUSG00000058662	0
ENSMUSG00000058665	1
ENSMUSG00000058669	0
ENSMUSG00000058670	0
ENSMUSG00000058672	2878
ENSMUSG00000058685	0
ENSMUSG00000058690	856
ENSMUSG00000058692	0
ENSMUSG00000058700	1
ENSMUSG00000058704	402
ENSMUSG00000058706	361
ENSMUSG00000058709	737
ENSMUSG00000058715	122
ENSMUSG00000058717	0
ENSMUSG00000058725	0
ENSMUSG00000058728	0
ENSMUSG00000058729	68
ENSMUSG00000058731	0
ENSMUSG00000058736	1
ENSMUSG00000058740	0
ENSMUSG00000058741	0
ENSMUSG00000058743	0
ENSMUSG00000058745	1
ENSMUSG00000058748	105
ENSMUSG00000058754	0
ENSMUSG00000058755	0
ENSMUSG00000058756	232
ENSMUSG00000058761	1723
ENSMUSG00000058762	1
ENSMUSG00000058773	5
ENSMUSG00000058793	1942
ENSMUSG00000058794	5
ENSMUSG00000058799	651
ENSMUSG00000058802	0
ENSMUSG00000058806	149
ENSMUSG00000058807	0
ENSMUSG00000058809	723
ENSMUSG00000058812	5
ENSMUSG00000058816	0
ENSMUSG00000058818	94
ENSMUSG00000058820	0
ENSMUSG00000058831	0
ENSMUSG00000058833	339
ENSMUSG00000058835	747
ENSMUSG00000058838	2
ENSMUSG00000058856	0
ENSMUSG00000058869	0
ENSMUSG00000058873	1
ENSMUSG00000058881	88
ENSMUSG00000058883	123
ENSMUSG00000058884	0
ENSMUSG00000058886	162
ENSMUSG00000058897	6
ENSMUSG00000058900	36
ENSMUSG00000058904	0
ENSMUSG00000058905	45
ENSMUSG00000058908	0
ENSMUSG00000058914	5
ENSMUSG00000058921	1536
ENSMUSG00000058922	89
ENSMUSG00000058923	0
ENSMUSG00000058925	0
ENSMUSG00000058927	146
ENSMUSG00000058932	0
ENSMUSG00000058933	0
ENSMUSG00000058934	24
ENSMUSG00000058935	0
ENSMUSG00000058945	27
ENSMUSG00000058952	15799
ENSMUSG00000058953	0
ENSMUSG00000058966	0
ENSMUSG00000058975	0
ENSMUSG00000058976	0
ENSMUSG00000058979	309
ENSMUSG00000058981	0
ENSMUSG00000058997	3105
ENSMUSG00000059003	0
ENSMUSG00000059005	705
ENSMUSG00000059013	126
ENSMUSG00000059014	0
ENSMUSG00000059022	48
ENSMUSG00000059023	0
ENSMUSG00000059027	85
ENSMUSG00000059030	0
ENSMUSG00000059031	0
ENSMUSG00000059033	2
ENSMUSG00000059040	0
ENSMUSG00000059041	0
ENSMUSG00000059042	0
ENSMUSG00000059043	0
ENSMUSG00000059049	17
ENSMUSG00000059058	71
ENSMUSG00000059060	4
ENSMUSG00000059064	3
ENSMUSG00000059069	0
ENSMUSG00000059070	1925
ENSMUSG00000059077	0
ENSMUSG00000059087	0
ENSMUSG00000059089	82
ENSMUSG00000059101	0
ENSMUSG00000059105	0
ENSMUSG00000059106	0
ENSMUSG00000059108	6
ENSMUSG00000059112	0
ENSMUSG00000059113	0
ENSMUSG00000059114	0
ENSMUSG00000059119	727
ENSMUSG00000059128	6
ENSMUSG00000059134	0
ENSMUSG00000059136	0
ENSMUSG00000059142	333
ENSMUSG00000059146	1
ENSMUSG00000059149	5
ENSMUSG00000059150	2
ENSMUSG00000059159	213
ENSMUSG00000059169	0
ENSMUSG00000059173	75
ENSMUSG00000059179	1
ENSMUSG00000059182	325
ENSMUSG00000059183	139
ENSMUSG00000059187	1
ENSMUSG00000059189	0
ENSMUSG00000059195	108
ENSMUSG00000059201	0
ENSMUSG00000059203	0
ENSMUSG00000059205	0
ENSMUSG00000059206	0
ENSMUSG00000059208	970
ENSMUSG00000059213	0
ENSMUSG00000059218	0
ENSMUSG00000059219	0
ENSMUSG00000059227	0
ENSMUSG00000059229	0
ENSMUSG00000059230	0
ENSMUSG00000059237	26
ENSMUSG00000059244	0
ENSMUSG00000059246	0
ENSMUSG00000059248	705
ENSMUSG00000059251	0
ENSMUSG00000059252	11
ENSMUSG00000059256	0
ENSMUSG00000059263	2613
ENSMUSG00000059273	331
ENSMUSG00000059277	5
ENSMUSG00000059278	278
ENSMUSG00000059279	0
ENSMUSG00000059280	1
ENSMUSG00000059288	95
ENSMUSG00000059291	1976
ENSMUSG00000059301	1
ENSMUSG00000059303	0
ENSMUSG00000059305	3
ENSMUSG00000059309	73
ENSMUSG00000059316	520
ENSMUSG00000059319	0
ENSMUSG00000059323	46
ENSMUSG00000059325	554
ENSMUSG00000059326	35
ENSMUSG00000059327	38
ENSMUSG00000059334	0
ENSMUSG00000059336	6
ENSMUSG00000059343	7
ENSMUSG00000059352	0
ENSMUSG00000059355	379
ENSMUSG00000059361	0
ENSMUSG00000059363	206
ENSMUSG00000059366	0
ENSMUSG00000059371	0
ENSMUSG00000059375	0
ENSMUSG00000059379	0
ENSMUSG00000059382	0
ENSMUSG00000059383	0
ENSMUSG00000059395	3
ENSMUSG00000059397	0
ENSMUSG00000059401	19
ENSMUSG00000059406	8
ENSMUSG00000059408	0
ENSMUSG00000059409	517
ENSMUSG00000059410	0
ENSMUSG00000059411	0
ENSMUSG00000059412	1
ENSMUSG00000059422	72
ENSMUSG00000059423	134
ENSMUSG00000059429	0
ENSMUSG00000059430	9
ENSMUSG00000059434	2721
ENSMUSG00000059436	201
ENSMUSG00000059439	402
ENSMUSG00000059447	1664
ENSMUSG00000059448	0
ENSMUSG00000059455	0
ENSMUSG00000059456	536
ENSMUSG00000059459	0
ENSMUSG00000059460	0
ENSMUSG00000059461	42
ENSMUSG00000059463	0
ENSMUSG00000059473	0
ENSMUSG00000059474	319
ENSMUSG00000059475	180
ENSMUSG00000059479	1
ENSMUSG00000059481	45047
ENSMUSG00000059482	82
ENSMUSG00000059483	0
ENSMUSG00000059486	415
ENSMUSG00000059488	0
ENSMUSG00000059493	1
ENSMUSG00000059495	4353
ENSMUSG00000059498	140
ENSMUSG00000059503	0
ENSMUSG00000059504	0
ENSMUSG00000059511	18
ENSMUSG00000059518	426
ENSMUSG00000059534	1770
ENSMUSG00000059540	10
ENSMUSG00000059547	0
ENSMUSG00000059552	118
ENSMUSG00000059554	213
ENSMUSG00000059555	120
ENSMUSG00000059562	1
ENSMUSG00000059565	0
ENSMUSG00000059571	1
ENSMUSG00000059585	0
ENSMUSG00000059586	140
ENSMUSG00000059588	598
ENSMUSG00000059595	0
ENSMUSG00000059602	21
ENSMUSG00000059606	0
ENSMUSG00000059610	0
ENSMUSG00000059623	0
ENSMUSG00000059625	0
ENSMUSG00000059626	0
ENSMUSG00000059631	0
ENSMUSG00000059632	0
ENSMUSG00000059639	0
ENSMUSG00000059645	0
ENSMUSG00000059647	21
ENSMUSG00000059648	0
ENSMUSG00000059654	0
ENSMUSG00000059657	0
ENSMUSG00000059658	6
ENSMUSG00000059659	9
ENSMUSG00000059663	0
ENSMUSG00000059668	3
ENSMUSG00000059669	78
ENSMUSG00000059674	8
ENSMUSG00000059687	0
ENSMUSG00000059689	200
ENSMUSG00000059690	0
ENSMUSG00000059695	0
ENSMUSG00000059706	0
ENSMUSG00000059708	131
ENSMUSG00000059713	43
ENSMUSG00000059714	315
ENSMUSG00000059729	0
ENSMUSG00000059731	0
ENSMUSG00000059734	1154
ENSMUSG00000059741	0
ENSMUSG00000059742	2
ENSMUSG00000059743	4964
ENSMUSG00000059751	81
ENSMUSG00000059762	0
ENSMUSG00000059763	0
ENSMUSG00000059768	0
ENSMUSG00000059772	86
ENSMUSG00000059775	240
ENSMUSG00000059776	5
ENSMUSG00000059791	5
ENSMUSG00000059796	3570
ENSMUSG00000059810	78
ENSMUSG00000059811	1600
ENSMUSG00000059816	0
ENSMUSG00000059820	134
ENSMUSG00000059821	0
ENSMUSG00000059824	47
ENSMUSG00000059827	0
ENSMUSG00000059830	0
ENSMUSG00000059832	0
ENSMUSG00000059834	194
ENSMUSG00000059835	7
ENSMUSG00000059839	181
ENSMUSG00000059842	35
ENSMUSG00000059845	0
ENSMUSG00000059851	98
ENSMUSG00000059852	0
ENSMUSG00000059854	6
ENSMUSG00000059857	0
ENSMUSG00000059862	0
ENSMUSG00000059864	2
ENSMUSG00000059866	121
ENSMUSG00000059867	0
ENSMUSG00000059873	3
ENSMUSG00000059874	0
ENSMUSG00000059877	0
ENSMUSG00000059878	263
ENSMUSG00000059883	128
ENSMUSG00000059887	0
ENSMUSG00000059890	1259
ENSMUSG00000059891	0
ENSMUSG00000059895	43
ENSMUSG00000059897	82
ENSMUSG00000059898	0
ENSMUSG00000059900	0
ENSMUSG00000059901	10
ENSMUSG00000059908	170104
ENSMUSG00000059910	0
ENSMUSG00000059912	0
ENSMUSG00000059920	649
ENSMUSG00000059921	0
ENSMUSG00000059923	443
ENSMUSG00000059934	0
ENSMUSG00000059939	94
ENSMUSG00000059956	0
ENSMUSG00000059964	0
ENSMUSG00000059970	36
ENSMUSG00000059972	0
ENSMUSG00000059974	16
ENSMUSG00000059975	87
ENSMUSG00000059981	642
ENSMUSG00000059990	0
ENSMUSG00000059991	0
ENSMUSG00000059994	5
ENSMUSG00000059995	454
ENSMUSG00000059996	0
ENSMUSG00000060002	3480
ENSMUSG00000060012	1109
ENSMUSG00000060017	0
ENSMUSG00000060019	433
ENSMUSG00000060024	0
ENSMUSG00000060029	4
ENSMUSG00000060030	0
ENSMUSG00000060032	454
ENSMUSG00000060034	0
ENSMUSG00000060036	3170
ENSMUSG00000060038	177
ENSMUSG00000060044	76
ENSMUSG00000060049	0
ENSMUSG00000060057	0
ENSMUSG00000060063	33
ENSMUSG00000060068	11
ENSMUSG00000060070	0
ENSMUSG00000060073	987
ENSMUSG00000060081	0
ENSMUSG00000060084	0
ENSMUSG00000060087	4
ENSMUSG00000060090	217
ENSMUSG00000060093	159
ENSMUSG00000060096	30
ENSMUSG00000060098	221
ENSMUSG00000060105	0
ENSMUSG00000060112	0
ENSMUSG00000060114	0
ENSMUSG00000060121	191
ENSMUSG00000060126	6177
ENSMUSG00000060128	104
ENSMUSG00000060131	171
ENSMUSG00000060143	583
ENSMUSG00000060147	253
ENSMUSG00000060149	52
ENSMUSG00000060152	356
ENSMUSG00000060161	0
ENSMUSG00000060166	79
ENSMUSG00000060170	1
ENSMUSG00000060176	1
ENSMUSG00000060177	0
ENSMUSG00000060180	0
ENSMUSG00000060181	184
ENSMUSG00000060183	24
ENSMUSG00000060187	0
ENSMUSG00000060188	0
ENSMUSG00000060198	9
ENSMUSG00000060201	0
ENSMUSG00000060204	0
ENSMUSG00000060205	0
ENSMUSG00000060206	15
ENSMUSG00000060208	0
ENSMUSG00000060209	0
ENSMUSG00000060212	1
ENSMUSG00000060214	215
ENSMUSG00000060216	227
ENSMUSG00000060224	250
ENSMUSG00000060227	70
ENSMUSG00000060240	4
ENSMUSG00000060244	72
ENSMUSG00000060245	0
ENSMUSG00000060254	0
ENSMUSG00000060256	0
ENSMUSG00000060257	0
ENSMUSG00000060260	25
ENSMUSG00000060261	1025
ENSMUSG00000060268	0
ENSMUSG00000060275	0
ENSMUSG00000060279	433
ENSMUSG00000060284	0
ENSMUSG00000060288	44
ENSMUSG00000060301	274
ENSMUSG00000060303	0
ENSMUSG00000060311	0
ENSMUSG00000060314	9
ENSMUSG00000060317	579
ENSMUSG00000060332	0
ENSMUSG00000060335	0
ENSMUSG00000060336	35
ENSMUSG00000060343	3
ENSMUSG00000060371	31
ENSMUSG00000060373	1226
ENSMUSG00000060375	0
ENSMUSG00000060376	4105
ENSMUSG00000060377	135
ENSMUSG00000060380	4
ENSMUSG00000060393	2
ENSMUSG00000060397	81
ENSMUSG00000060402	0
ENSMUSG00000060404	0
ENSMUSG00000060407	13283
ENSMUSG00000060411	1
ENSMUSG00000060412	0
ENSMUSG00000060416	1
ENSMUSG00000060417	1
ENSMUSG00000060419	484
ENSMUSG00000060420	0
ENSMUSG00000060422	20
ENSMUSG00000060424	0
ENSMUSG00000060427	97
ENSMUSG00000060429	1274
ENSMUSG00000060438	87
ENSMUSG00000060441	24
ENSMUSG00000060445	0
ENSMUSG00000060450	1178
ENSMUSG00000060459	5310
ENSMUSG00000060461	2
ENSMUSG00000060467	36
ENSMUSG00000060469	0
ENSMUSG00000060470	85
ENSMUSG00000060475	517
ENSMUSG00000060477	376
ENSMUSG00000060480	0
ENSMUSG00000060487	12
ENSMUSG00000060490	0
ENSMUSG00000060491	0
ENSMUSG00000060499	0
ENSMUSG00000060503	0
ENSMUSG00000060508	0
ENSMUSG00000060509	2
ENSMUSG00000060510	566
ENSMUSG00000060512	471
ENSMUSG00000060519	107
ENSMUSG00000060523	0
ENSMUSG00000060530	0
ENSMUSG00000060534	0
ENSMUSG00000060538	442
ENSMUSG00000060548	52
ENSMUSG00000060550	447
ENSMUSG00000060556	0
ENSMUSG00000060559	0
ENSMUSG00000060560	243
ENSMUSG00000060565	0
ENSMUSG00000060566	0
ENSMUSG00000060568	3
ENSMUSG00000060572	0
ENSMUSG00000060579	125
ENSMUSG00000060583	0
ENSMUSG00000060586	255
ENSMUSG00000060591	2713
ENSMUSG00000060594	16
ENSMUSG00000060600	51
ENSMUSG00000060601	372
ENSMUSG00000060613	39444
ENSMUSG00000060615	1
ENSMUSG00000060621	2
ENSMUSG00000060630	0
ENSMUSG00000060636	1555
ENSMUSG00000060639	207
ENSMUSG00000060647	34
ENSMUSG00000060657	1993
ENSMUSG00000060663	0
ENSMUSG00000060671	49
ENSMUSG00000060673	0
ENSMUSG00000060675	116
ENSMUSG00000060678	658
ENSMUSG00000060679	252
ENSMUSG00000060680	11
ENSMUSG00000060681	191
ENSMUSG00000060685	0
ENSMUSG00000060688	0
ENSMUSG00000060691	0
ENSMUSG00000060699	0
ENSMUSG00000060701	0
ENSMUSG00000060703	4136
ENSMUSG00000060708	154
ENSMUSG00000060715	0
ENSMUSG00000060716	12
ENSMUSG00000060724	0
ENSMUSG00000060726	0
ENSMUSG00000060727	3
ENSMUSG00000060730	2
ENSMUSG00000060733	1589
ENSMUSG00000060735	0
ENSMUSG00000060738	0
ENSMUSG00000060739	458
ENSMUSG00000060742	0
ENSMUSG00000060743	1356
ENSMUSG00000060747	0
ENSMUSG00000060756	0
ENSMUSG00000060759	0
ENSMUSG00000060765	0
ENSMUSG00000060771	32
ENSMUSG00000060777	0
ENSMUSG00000060780	0
ENSMUSG00000060787	0
ENSMUSG00000060791	57
ENSMUSG00000060794	0
ENSMUSG00000060795	3
ENSMUSG00000060798	81
ENSMUSG00000060802	23791
ENSMUSG00000060803	32521
ENSMUSG00000060807	1074
ENSMUSG00000060808	0
ENSMUSG00000060811	0
ENSMUSG00000060816	0
ENSMUSG00000060827	0
ENSMUSG00000060843	6
ENSMUSG00000060860	102
ENSMUSG00000060862	240
ENSMUSG00000060863	1
ENSMUSG00000060878	0
ENSMUSG00000060879	0
ENSMUSG00000060882	3
ENSMUSG00000060887	0
ENSMUSG00000060888	0
ENSMUSG00000060890	0
ENSMUSG00000060899	3
ENSMUSG00000060904	1377
ENSMUSG00000060913	0
ENSMUSG00000060918	0
ENSMUSG00000060923	32
ENSMUSG00000060924	3
ENSMUSG00000060935	172
ENSMUSG00000060938	2793
ENSMUSG00000060950	50
ENSMUSG00000060956	0
ENSMUSG00000060961	1318
ENSMUSG00000060962	4
ENSMUSG00000060967	0
ENSMUSG00000060969	6
ENSMUSG00000060974	0
ENSMUSG00000060981	782
ENSMUSG00000060985	0
ENSMUSG00000060988	0
ENSMUSG00000060989	14
ENSMUSG00000060992	1790
ENSMUSG00000061000	0
ENSMUSG00000061013	22
ENSMUSG00000061022	0
ENSMUSG00000061024	196
ENSMUSG00000061028	112
ENSMUSG00000061032	795
ENSMUSG00000061039	5
ENSMUSG00000061046	79
ENSMUSG00000061048	10
ENSMUSG00000061062	38
ENSMUSG00000061065	0
ENSMUSG00000061068	0
ENSMUSG00000061075	0
ENSMUSG00000061079	111
ENSMUSG00000061080	0
ENSMUSG00000061082	0
ENSMUSG00000061086	16
ENSMUSG00000061099	2
ENSMUSG00000061100	2
ENSMUSG00000061104	221
ENSMUSG00000061111	170
ENSMUSG00000061115	0
ENSMUSG00000061118	181
ENSMUSG00000061119	110
ENSMUSG00000061126	6
ENSMUSG00000061130	2119
ENSMUSG00000061132	12
ENSMUSG00000061136	1214
ENSMUSG00000061143	90
ENSMUSG00000061144	0
ENSMUSG00000061150	0
ENSMUSG00000061165	0
ENSMUSG00000061167	2
ENSMUSG00000061171	6
ENSMUSG00000061175	601
ENSMUSG00000061184	0
ENSMUSG00000061186	3
ENSMUSG00000061195	0
ENSMUSG00000061200	0
ENSMUSG00000061207	101
ENSMUSG00000061208	0
ENSMUSG00000061210	0
ENSMUSG00000061222	0
ENSMUSG00000061232	18697
ENSMUSG00000061242	1
ENSMUSG00000061244	632
ENSMUSG00000061246	0
ENSMUSG00000061259	0
ENSMUSG00000061272	26
ENSMUSG00000061273	487
ENSMUSG00000061283	0
ENSMUSG00000061286	282
ENSMUSG00000061288	416
ENSMUSG00000061292	129
ENSMUSG00000061295	0
ENSMUSG00000061296	0
ENSMUSG00000061298	0
ENSMUSG00000061305	0
ENSMUSG00000061306	1835
ENSMUSG00000061311	0
ENSMUSG00000061313	342
ENSMUSG00000061315	2074
ENSMUSG00000061322	3
ENSMUSG00000061330	275
ENSMUSG00000061331	0
ENSMUSG00000061336	0
ENSMUSG00000061342	0
ENSMUSG00000061344	0
ENSMUSG00000061353	2909
ENSMUSG00000061356	2
ENSMUSG00000061360	319
ENSMUSG00000061361	0
ENSMUSG00000061367	0
ENSMUSG00000061371	66
ENSMUSG00000061374	173
ENSMUSG00000061376	0
ENSMUSG00000061387	0
ENSMUSG00000061388	0
ENSMUSG00000061390	14
ENSMUSG00000061392	0
ENSMUSG00000061393	36
ENSMUSG00000061397	0
ENSMUSG00000061410	601
ENSMUSG00000061411	28
ENSMUSG00000061414	0
ENSMUSG00000061436	414
ENSMUSG00000061451	4
ENSMUSG00000061455	457
ENSMUSG00000061457	0
ENSMUSG00000061458	73
ENSMUSG00000061461	293
