geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000046723|Adam24	0	0	0	1	0	2	0	2	1	0	1	0
ENSMUSG00000046727|0610010O12Rik	56	67	73	66	41	45	65	92	56	57	86	54
ENSMUSG00000046731|Kctd11	39	37	24	31	39	47	47	44	29	29	30	36
ENSMUSG00000046733|Gprc5a	0	0	0	4	1	0	0	0	0	0	0	0
ENSMUSG00000046743|Fat4	218	294	320	299	271	295	183	271	231	192	246	232
ENSMUSG00000046747|Gm9812	4	0	2	1	5	4	1	2	1	1	0	1
ENSMUSG00000046748|2310005G13Rik	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000046750|BC089491	6	1	2	0	4	3	1	2	1	1	1	1
ENSMUSG00000046753|Ccdc66	91	63	69	98	52	80	68	80	63	100	107	122
ENSMUSG00000046755|Kif2b	0	0	0	1	0	0	3	2	1	0	1	0
ENSMUSG00000046756|Mrps7	945	1033	1049	954	983	1032	1053	917	1005	985	1043	1195
ENSMUSG00000046761|Fam83h	194	266	270	274	293	295	354	292	231	196	306	298
ENSMUSG00000046764|A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046768|Rhoj	75	79	79	83	100	77	76	89	87	70	80	88
ENSMUSG00000046774|8030474K03Rik	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000046782|Ttc6	66	52	80	65	74	43	66	74	56	68	53	72
ENSMUSG00000046785|Epm2aip1	392	464	512	629	429	525	581	641	635	661	542	602
ENSMUSG00000046787|Gm9814	608	631	632	775	786	515	794	830	688	635	630	762
ENSMUSG00000046790|Olfr1341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046791|2410016O06Rik	75	91	79	97	133	128	141	115	124	97	161	127
ENSMUSG00000046792|Zfp787	210	212	209	215	269	237	291	236	216	176	239	232
ENSMUSG00000046793|Gpr61	0	0	0	0	0	0	1	1	1	0	0	0
ENSMUSG00000046794|Ppp1r3b	9228	9235	8291	9853	6012	4688	5131	4561	8766	7676	7223	9272
ENSMUSG00000046798|Cldn12	1625	1852	1985	2137	1844	2026	1905	1913	1657	1578	1509	1809
ENSMUSG00000046804|Phgr1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046805|Mpeg1	1303	1281	1407	1691	1436	3395	1949	1116	1454	1872	1966	1570
ENSMUSG00000046806|3110062M04Rik	86	93	87	91	63	90	78	74	77	80	103	98
ENSMUSG00000046807|AI646023	2	0	4	1	2	1	1	2	4	0	2	5
ENSMUSG00000046808|Atp10d	95	89	111	152	150	147	113	91	87	104	59	119
ENSMUSG00000046811|Gltpd2	914	853	944	783	926	934	909	839	782	739	1001	926
ENSMUSG00000046814|Gchfr	1339	1166	1284	1267	1413	1386	1626	1315	1239	1134	1595	1532
ENSMUSG00000046818|Ddit4l	6	14	10	15	3	14	22	14	17	8	12	17
ENSMUSG00000046822|Slc39a3	152	142	162	145	157	213	188	129	135	135	212	145
ENSMUSG00000046826|Fam187b	61	50	61	83	43	82	50	50	52	84	75	62
ENSMUSG00000046828|Mettl21e	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046834|Krt1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046836|Brox	455	495	508	604	537	577	608	545	621	610	574	666
ENSMUSG00000046840|0610008F07Rik	72	73	69	61	83	106	109	75	57	47	64	82
ENSMUSG00000046841|Ckap4	36	58	46	46	55	42	39	56	52	49	32	54
ENSMUSG00000046844|Vat1l	0	0	2	0	0	0	1	1	1	0	0	0
ENSMUSG00000046845|Il1f10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046846|Spesp1	0	0	0	0	0	0	2	0	0	0	1	1
ENSMUSG00000046854|Pip5kl1	1	0	0	0	2	3	0	1	0	2	0	2
ENSMUSG00000046856|Gpr1	0	1	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000046858|C230030N03Rik	1	0	1	1	1	0	0	0	0	1	0	0
ENSMUSG00000046861|Hectd3	1031	1096	1034	1029	1287	1174	1390	1084	922	777	951	1257
ENSMUSG00000046862|Pramef8	130	171	148	201	149	197	187	197	192	219	154	222
ENSMUSG00000046865|Fbl	112	147	149	165	183	166	149	152	156	158	217	178
ENSMUSG00000046873|Mbtps2	187	160	196	191	174	212	177	205	123	156	197	190
ENSMUSG00000046876|Atxn1	507	520	540	583	541	640	621	731	517	773	485	744
ENSMUSG00000046879|Irgm1	762	817	780	867	693	881	986	814	944	1040	980	1031
ENSMUSG00000046881|Olfr374	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046886|Zfp474	0	0	1	0	1	2	0	0	0	0	0	0
ENSMUSG00000046897|Zfp740	574	569	613	638	634	614	643	560	611	596	601	785
ENSMUSG00000046899|Prl7a2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046908|Ltb4r1	4	5	1	3	4	4	2	1	1	2	1	9
ENSMUSG00000046909|Tefm	163	123	167	172	185	245	210	173	181	169	142	162
ENSMUSG00000046913|Olfr1451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046916|Myct1	52	68	77	79	72	68	70	96	67	56	50	44
ENSMUSG00000046922|Gpr6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046924|Vmn1r179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046932|Vmn1r193	0	1	1	0	1	1	1	1	0	0	1	0
ENSMUSG00000046934|Csl	4	1	4	6	1	1	3	3	3	1	0	1
ENSMUSG00000046942|Mageb16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046947|Adck2	642	630	641	674	735	719	728	525	610	597	845	697
ENSMUSG00000046949|Nqo2	2338	2080	2671	2736	2134	2628	2507	2473	2735	2534	2427	3184
ENSMUSG00000046952|Gm5815	13	13	4	4	14	8	20	9	15	9	15	13
ENSMUSG00000046957|Spz1	0	1	0	1	1	1	0	1	0	0	1	0
ENSMUSG00000046958|4930432E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046959|Slc26a1	4018	3923	4338	4095	3684	3934	4255	2933	3237	3673	4965	4651
ENSMUSG00000046961|Gpr156	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000046962|Zfp295	242	284	314	297	226	240	207	258	408	325	349	365
ENSMUSG00000046971|Pla2g4f	0	0	0	2	0	1	0	0	0	1	0	0
ENSMUSG00000046974|BC053393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046975|Olfr1020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046980|Pcdh15	0	0	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000046982|Tshz1	422	382	422	432	496	475	500	430	383	324	354	454
ENSMUSG00000046985|Tapt1	1006	1113	1131	1137	1267	1309	1547	1562	1380	1277	1268	1709
ENSMUSG00000046991|Wdr27	0	0	1	0	0	1	0	0	0	0	0	1
ENSMUSG00000046993|Gm5637	12	9	3	4	7	13	7	7	7	5	13	4
ENSMUSG00000046994|Mars2	56	71	51	53	48	72	88	55	58	62	90	77
ENSMUSG00000046995|2610303G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046997|Spsb4	42	51	62	58	27	35	23	29	38	25	54	36
ENSMUSG00000046999|1110032F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047002|Msgn1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047003|Zfp41	46	50	40	54	46	69	47	46	35	24	50	48
ENSMUSG00000047011|Mtap4	29	37	42	59	28	35	43	40	22	32	32	34
ENSMUSG00000047013|Fbxo41	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000047014|Catsperb	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000047021|Ccdc108	0	0	1	0	1	0	1	0	1	0	0	0
ENSMUSG00000047022|Mipol1	564	595	625	622	608	786	704	676	655	623	678	753
ENSMUSG00000047025|4921510H08Rik	0	0	0	2	2	1	1	0	0	1	0	3
ENSMUSG00000047026|Acsm4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047030|Spata2	127	127	109	117	150	132	160	132	131	108	176	158
ENSMUSG00000047031|Vmn1r68	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047033|Pcdhb15	1	3	0	4	3	7	8	3	1	5	3	7
ENSMUSG00000047034|Ankrd33	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047036|Zfp445	821	826	995	1035	829	867	1006	1301	1722	1432	963	1107
ENSMUSG00000047037|Nipa1	38	16	33	29	22	15	21	21	36	34	16	19
ENSMUSG00000047039|Olfr1151	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047040|Prr15l	15	13	10	13	12	14	12	11	13	10	12	18
ENSMUSG00000047044|D030056L22Rik	116	120	126	139	134	114	122	127	123	121	138	162
ENSMUSG00000047045|Tmem164	138	218	215	212	188	302	203	163	154	146	231	163
ENSMUSG00000047046|1700031F10Rik	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000047048|Olfr432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047050|Olfr914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047053|Teddm1	0	1	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000047061|Gm9817	1	1	1	1	1	0	2	0	0	0	1	3
ENSMUSG00000047067|Dusp28	153	109	167	120	164	146	136	137	127	103	211	186
ENSMUSG00000047079|Ube2dnl2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047084|Ngrn	254	290	245	319	250	326	274	282	275	243	328	290
ENSMUSG00000047085|Lrrc4b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047090|Tmem198b	52	78	61	85	67	62	67	59	37	50	50	76
ENSMUSG00000047094|Ofcc1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047098|Rnf31	236	190	181	190	234	296	274	202	196	177	213	217
ENSMUSG00000047102|Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047104|Pbp2	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047108|Dnajb7	1	1	4	0	2	1	1	2	0	1	8	1
ENSMUSG00000047109|Cldn14	58	56	46	66	84	161	138	156	97	70	151	77
ENSMUSG00000047115|D330028D13Rik	5	0	4	8	5	1	2	3	1	2	2	1
ENSMUSG00000047116|9430041J12Rik	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000047117|Ankdd1b	1	1	1	0	0	2	2	0	0	0	0	1
ENSMUSG00000047123|Ticam1	179	195	180	224	259	209	256	159	194	243	189	198
ENSMUSG00000047126|Cltc	6104	6339	6461	7422	6342	7500	7124	7196	6635	7273	7538	7775
ENSMUSG00000047129|1700113H08Rik	18	15	13	13	18	9	1	3	0	6	3	2
ENSMUSG00000047139|Cd24a	22	15	28	44	38	52	23	32	35	30	65	48
ENSMUSG00000047141|Zfp654	222	293	286	303	303	411	309	391	311	283	298	346
ENSMUSG00000047143|Dmrta2	2	2	0	1	0	0	0	1	1	3	2	0
ENSMUSG00000047146|Tet1	1	2	3	3	1	9	11	9	4	8	5	5
ENSMUSG00000047149|Olfr1052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047150|1700001C19Rik	180	214	210	207	196	203	254	156	226	181	191	307
ENSMUSG00000047153|Khnyn	862	672	740	789	1169	1178	1012	727	467	565	598	742
ENSMUSG00000047155|Cyp4x1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000047161|Chst9	1	0	0	1	3	1	2	1	1	1	0	1
ENSMUSG00000047163|Olfr65	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047166|Tigd5	53	47	51	63	44	66	75	38	32	39	57	47
ENSMUSG00000047168|Gm6684	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000047171|Helt	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047180|Neurl3	65	71	63	93	79	84	82	53	84	85	67	88
ENSMUSG00000047181|Samd14	4	7	2	5	8	9	6	2	3	4	7	8
ENSMUSG00000047182|Irs3	5	9	7	3	5	6	2	1	0	3	2	4
ENSMUSG00000047187|Rab2a	1420	1543	1638	1765	1478	1725	1834	1826	1640	1746	1533	1949
ENSMUSG00000047189|Gm9818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047193|Dync2h1	201	252	280	319	260	303	217	325	221	186	251	267
ENSMUSG00000047197|Gjd3	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000047203|Vmn1r54	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047205|Dusp18	0	1	1	0	0	2	0	3	0	5	2	0
ENSMUSG00000047207|Olfr1495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047213|Ythdf3	1519	1663	1673	2014	1712	2102	2051	2422	1842	2000	1767	2030
ENSMUSG00000047215|Rpl9	2080	2118	2137	2371	1965	2414	2211	1717	2387	2082	2549	2467
ENSMUSG00000047216|Cdh19	0	0	0	1	6	1	1	2	3	0	2	7
ENSMUSG00000047220|Ccdc36	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000047221|Fam185a	130	149	211	162	147	136	190	158	149	151	158	197
ENSMUSG00000047222|Ear11	5	10	10	7	9	2	1	2	5	7	0	1
ENSMUSG00000047225|Olfr684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047227|Gm527	24	18	34	26	36	26	10	23	27	27	20	11
ENSMUSG00000047228|BC048546	88	121	91	136	69	92	82	103	60	81	46	57
ENSMUSG00000047230|Cldn2	329	436	642	583	333	310	1361	1153	1435	1366	1451	1501
ENSMUSG00000047237|Fbxw21	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047238|Mageh1	31	24	36	44	35	22	53	23	36	24	51	41
ENSMUSG00000047242|Taf9b	20	21	16	23	21	24	22	33	22	21	26	35
ENSMUSG00000047246|Hist1h2be	110	113	116	138	115	139	119	75	124	99	164	109
ENSMUSG00000047248|C2cd3	231	241	263	282	274	323	323	278	228	218	229	278
ENSMUSG00000047250|Ptgs1	312	320	336	373	399	306	360	315	287	336	258	286
ENSMUSG00000047253|Krtap1-5	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000047257|Prss45	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047259|Mc4r	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000047260|Emc6	1041	957	1059	978	1114	1095	1192	989	992	1013	1066	1142
ENSMUSG00000047261|Gap43	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047264|Zfp358	117	124	96	132	134	124	172	119	138	119	118	169
ENSMUSG00000047281|Sfn	10	18	16	10	20	17	20	16	11	9	9	9
ENSMUSG00000047284|Neurl4	315	348	292	292	342	416	430	371	342	276	410	387
ENSMUSG00000047286|Olfr370	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047293|Gpr15	0	0	0	0	0	0	0	1	1	0	2	0
ENSMUSG00000047295|Smgc	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000047298|Kcnv2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047307|Pcdhb13	2	1	1	0	5	8	0	1	0	2	5	7
ENSMUSG00000047324|4931429P17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047330|Kcne4	2	4	4	1	1	5	1	7	7	4	9	14
ENSMUSG00000047342|Zfp286	0	1	0	1	3	1	1	0	0	1	0	0
ENSMUSG00000047343|Mettl21c	3	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000047344|Lancl3	0	2	0	1	4	3	1	3	2	3	2	3
ENSMUSG00000047347|Gm5806	8	4	2	7	2	6	5	3	4	8	4	3
ENSMUSG00000047352|Olfr976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047356|Lcn10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047361|Gm973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047363|Cstad	0	0	2	1	1	2	3	1	1	0	1	0
ENSMUSG00000047368|Fam108b	268	264	309	377	332	391	358	474	356	336	300	291
ENSMUSG00000047369|Dnahc14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047370|Gm7367	44	46	42	31	68	42	81	63	38	39	42	55
ENSMUSG00000047371|Zfp768	272	258	277	291	326	366	356	286	225	222	337	244
ENSMUSG00000047379|B3gnt1	254	276	281	321	289	395	355	262	237	233	310	299
ENSMUSG00000047383|Als2cr11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047384|A730013G03Rik	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000047388|Atmin	208	186	188	216	181	224	233	196	183	148	165	178
ENSMUSG00000047390|Defb9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047394|Odf3b	50	63	31	45	55	59	47	44	38	45	35	43
ENSMUSG00000047407|Tgif1	238	212	229	267	359	344	366	306	246	294	280	292
ENSMUSG00000047409|Ctdspl	121	130	165	143	146	155	127	167	127	98	131	107
ENSMUSG00000047412|Zbtb44	1193	1261	1331	1527	1521	1947	1755	1857	1287	1344	1279	1697
ENSMUSG00000047414|Flrt2	20	14	21	18	18	19	20	15	20	18	13	13
ENSMUSG00000047415|Gpr68	0	2	0	3	8	0	3	2	5	1	3	1
ENSMUSG00000047417|Rexo1	285	300	306	276	342	381	461	348	294	219	326	343
ENSMUSG00000047419|Cmya5	8	2	4	7	5	16	2	1	5	8	9	5
ENSMUSG00000047420|Fam180a	14	26	14	16	10	17	37	8	14	25	15	24
ENSMUSG00000047423|AI837181	205	233	219	198	208	219	267	176	194	183	232	240
ENSMUSG00000047428|Dlk2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047434|AI480653	58	47	50	33	50	55	52	51	55	47	81	56
ENSMUSG00000047441|Antxrl	1	0	0	1	0	0	3	0	0	0	0	1
ENSMUSG00000047443|Fam132b	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000047444|Olfr139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047446|Arl4a	761	946	1005	1058	926	1239	1017	925	1013	743	1074	1411
ENSMUSG00000047454|Gphn	1468	1726	1439	1787	1663	1934	1898	1809	1527	1427	1385	1640
ENSMUSG00000047459|Dynlrb1	804	794	784	789	863	870	839	873	747	700	690	842
ENSMUSG00000047462|A530099J19Rik	1	1	2	2	0	0	1	0	0	1	3	5
ENSMUSG00000047466|8030462N17Rik	239	251	219	300	293	244	227	331	264	284	263	308
ENSMUSG00000047473|Zfp30	58	69	73	74	51	51	38	65	56	38	40	53
ENSMUSG00000047485|Klhl34	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047490|4932411E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047492|Inhbe	372	423	242	267	596	298	635	607	139	121	256	171
ENSMUSG00000047495|Dlgap2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047496|Rnf152	173	185	224	256	212	193	168	241	143	144	131	216
ENSMUSG00000047497|Adamts12	14	22	21	21	15	29	21	19	21	12	6	26
ENSMUSG00000047501|Cldn4	2	2	2	5	0	6	1	4	1	2	4	2
ENSMUSG00000047502|Heatr8	4	3	14	2	2	10	6	4	1	3	2	0
ENSMUSG00000047507|Baiap3	0	0	4	5	6	3	0	0	0	0	2	4
ENSMUSG00000047508|Mbd3l2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047509|Gm6776	23	22	10	27	20	23	26	22	13	15	16	13
ENSMUSG00000047511|Olfr1396	6	7	5	8	5	1	5	4	1	4	2	4
ENSMUSG00000047514|Tspyl1	466	463	495	540	535	562	561	501	529	509	525	510
ENSMUSG00000047515|BC049715	2	5	12	2	11	2	5	9	5	4	2	3
ENSMUSG00000047517|Dmbt1	1	2	0	0	33	0	0	0	2	4	0	0
ENSMUSG00000047518|Slfnl1	1	1	1	0	1	1	3	3	0	1	2	2
ENSMUSG00000047528|Als2cr12	2	1	0	0	1	3	3	0	0	0	2	1
ENSMUSG00000047531|Rtp2	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000047534|Mis18bp1	3	6	5	0	4	9	1	3	3	3	1	4
ENSMUSG00000047535|Olfr67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047539|Fbxo28	271	251	229	354	244	235	295	288	333	287	307	373
ENSMUSG00000047544|Olfr616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047545|Olfr629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047547|Cltb	633	627	686	629	607	688	685	725	585	629	850	811
ENSMUSG00000047554|Tmem41b	316	319	358	366	305	305	380	510	484	499	463	541
ENSMUSG00000047557|Lxn	9	17	13	16	8	7	10	7	16	17	17	15
ENSMUSG00000047562|Mmp10	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000047564|Krtap3-1	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000047565|Acot10	0	0	5	0	1	2	0	2	0	0	1	2
ENSMUSG00000047583|Tyw3	42	37	37	40	22	24	25	24	22	21	28	27
ENSMUSG00000047586|Nccrp1	6	1	2	0	5	2	1	2	1	1	1	1
ENSMUSG00000047591|Mafa	0	1	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000047592|Nxpe5	0	0	1	0	0	2	1	0	0	0	0	0
ENSMUSG00000047594|Olfr1122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047603|Zfp235	64	107	115	111	94	91	86	104	118	101	106	122
ENSMUSG00000047604|Frat2	31	45	28	29	51	43	37	62	29	37	24	46
ENSMUSG00000047606|Ankrd34c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047613|A430005L14Rik	342	369	400	386	387	347	433	340	405	363	464	416
ENSMUSG00000047617|BC029214	428	585	335	493	304	241	215	266	273	233	338	339
ENSMUSG00000047619|Ddi1	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000047626|Olfr791	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047631|Apof	10624	10147	11359	11598	11784	11690	12796	10653	10470	11015	10680	12653
ENSMUSG00000047632|Fgfbp3	3	2	4	7	2	12	10	7	4	3	7	7
ENSMUSG00000047635|2810006K23Rik	109	101	141	115	90	151	156	103	134	122	144	133
ENSMUSG00000047636|Cdcp2	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000047638|Nr1h4	1316	1568	1622	1534	1590	1151	2457	1903	1932	1936	1405	1996
ENSMUSG00000047641|Krt83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047642|D930020B18Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047643|Gm5454	2	2	2	5	3	3	0	4	0	1	2	1
ENSMUSG00000047648|Fbxo30	371	359	325	409	549	463	470	585	367	403	373	484
ENSMUSG00000047649|Cd3eap	39	52	42	39	62	52	78	78	61	55	72	53
ENSMUSG00000047652|Pea15b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047654|Tssk6	0	0	0	3	2	3	2	0	1	2	0	1
ENSMUSG00000047655|Vmn1r74	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000047656|Trpt1	32	61	47	45	45	47	53	42	48	53	65	54
ENSMUSG00000047657|Crry-ps	3	3	0	4	3	2	2	1	1	2	2	5
ENSMUSG00000047658|Gal3st3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047661|1600012P17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047667|Olfr26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047669|Msl3l2	16	26	20	25	16	27	18	21	16	21	14	13
ENSMUSG00000047671|Tctex1d4	1	0	0	0	0	0	1	3	0	1	2	3
ENSMUSG00000047674|Pdha2	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000047675|Rps8	2602	2444	2787	3076	2379	2646	2457	1955	2426	2270	3014	2704
ENSMUSG00000047676|Rpsa-ps10	905	764	823	743	749	858	709	521	649	688	900	750
ENSMUSG00000047678|Gpr82	0	0	0	0	0	0	0	4	3	0	0	1
ENSMUSG00000047686|Zcchc5	0	0	1	1	0	2	0	0	2	2	1	0
ENSMUSG00000047692|4930533K18Rik	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000047694|Yipf6	644	688	720	897	631	839	850	876	701	886	820	903
ENSMUSG00000047696|Ccdc144b	0	0	2	1	0	2	0	0	0	1	0	0
ENSMUSG00000047702|Olfr1388	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000047710|Zfp828	159	179	179	192	219	234	229	220	185	193	258	218
ENSMUSG00000047712|Ust	27	25	19	20	21	27	26	24	13	17	24	17
ENSMUSG00000047714|Ppp1r2	495	521	569	586	508	590	598	657	478	586	502	591
ENSMUSG00000047716|Olfr736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047719|Ubiad1	133	132	146	153	175	183	184	167	156	200	178	192
ENSMUSG00000047720|4922502D21Rik	0	1	1	3	0	2	5	0	0	0	3	1
ENSMUSG00000047721|Bola2	326	272	280	263	246	303	244	209	261	210	334	255
ENSMUSG00000047728|BC025446	1486	1547	1584	1827	1499	1610	2347	1994	1911	1680	1541	2244
ENSMUSG00000047730|Fcgbp	3	6	6	7	3	2	3	0	3	2	7	8
ENSMUSG00000047731|D19Wsu162e	5016	4491	4418	5020	5848	6184	6421	5132	4281	4005	4420	5840
ENSMUSG00000047733|BC048609	0	2	1	0	0	4	2	0	0	1	0	1
ENSMUSG00000047735|Samd9l	461	457	543	654	397	539	590	541	657	639	510	602
ENSMUSG00000047746|Fbxo40	8	13	14	8	20	27	12	11	3	10	12	3
ENSMUSG00000047747|Rnf150	50	35	38	55	56	53	39	45	38	48	38	51
ENSMUSG00000047749|Zc3hav1l	10	8	6	6	9	14	3	9	5	3	11	6
ENSMUSG00000047751|Utf1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000047757|Fancb	10	15	16	19	13	11	11	22	23	15	18	32
ENSMUSG00000047759|Hs3st3a1	21	25	19	19	29	28	16	24	8	20	25	20
ENSMUSG00000047766|Lrrc49	5	5	17	9	6	15	8	6	9	13	13	5
ENSMUSG00000047767|Atg16l2	250	214	382	317	264	151	216	260	246	284	138	264
ENSMUSG00000047773|Ankfn1	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000047777|Phf13	71	83	59	84	87	68	92	63	47	43	48	66
ENSMUSG00000047786|Lix1	0	3	1	1	1	7	4	1	1	5	7	1
ENSMUSG00000047787|Flrt1	26	40	22	31	47	25	12	10	8	14	10	11
ENSMUSG00000047789|Slc38a9	200	213	237	254	239	244	187	251	214	216	172	249
ENSMUSG00000047793|Sned1	253	324	319	348	421	431	407	365	271	250	331	368
ENSMUSG00000047794|Olfr685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047797|Gjb1	11843	11762	12155	12724	12513	12726	13190	11320	11218	10680	13404	13694
ENSMUSG00000047798|Cd300lf	14	34	28	21	16	43	34	19	17	37	21	45
ENSMUSG00000047799|Oog4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047804|Akap10	310	331	290	369	401	387	405	390	326	367	308	376
