Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
22627	ENSMUSG00000077886|Mir295	69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22628	ENSMUSG00000077890|Mir875	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22629	ENSMUSG00000077892|AC124987.1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22630	ENSMUSG00000077896|Mir879	76	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22631	ENSMUSG00000077897|Mir511	79	20	17	18	28	23	23	17	21	24	33	19	20	18	8	24	14	16	15	11	12	21	12	36	25
22632	ENSMUSG00000077902|AC126435.1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22633	ENSMUSG00000077903|Mir294	84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22634	ENSMUSG00000077905|AC123803.1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22635	ENSMUSG00000077921|Mir872	81	2	3	2	3	1	0	1	3	2	1	4	0	1	4	1	2	1	0	4	4	1	3	4	2
22636	ENSMUSG00000077923|AC141477.1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22637	ENSMUSG00000077925|Mir453	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22638	ENSMUSG00000077927|AL583883.1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22639	ENSMUSG00000077928|Mir208b	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22640	ENSMUSG00000077931|Mir877	85	23	37	24	22	32	21	24	25	21	24	16	26	28	26	25	24	19	22	24	16	23	26	19	22
22641	ENSMUSG00000077938|AC128668.1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22642	ENSMUSG00000077939|AC084389.1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22643	ENSMUSG00000077941|Mir466h	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22644	ENSMUSG00000077948|CT485999.1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22645	ENSMUSG00000077954|Mir297a-4	98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22646	ENSMUSG00000077958|AC157352.1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22647	ENSMUSG00000077962|Mir874	76	3	0	4	0	3	3	2	2	4	3	2	3	4	3	5	2	0	3	1	5	5	1	1	2
22648	ENSMUSG00000077964|AC122270.1	101	7	7	8	2	6	6	6	5	6	5	2	7	6	3	7	4	4	7	8	7	8	4	7	3
22649	ENSMUSG00000077965|AC161218.1	96	7	2	8	6	3	10	6	2	5	9	2	1	4	3	2	7	4	2	6	4	6	6	3	5
22650	ENSMUSG00000077966|AL732528.1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22651	ENSMUSG00000077967|AL845457.1	86	10	13	8	6	9	15	3	4	1	7	6	11	11	11	17	12	5	13	6	12	8	9	8	5
22652	ENSMUSG00000077971|AC154816.1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22653	ENSMUSG00000077972|Mir466f-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
22654	ENSMUSG00000077973|AC162467.1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22655	ENSMUSG00000077976|AC142100.1	92	8	3	4	2	7	1	7	1	0	1	2	2	5	7	3	0	0	2	6	3	4	0	3	4
22656	ENSMUSG00000077979|AL844871.1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22657	ENSMUSG00000077980|Mir654	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22658	ENSMUSG00000077981|Mir466f-3	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22659	ENSMUSG00000077990|AL672259.1	87	15	24	45	39	11	20	13	26	30	43	27	9	14	15	33	23	17	18	13	14	26	15	23	20
22660	ENSMUSG00000077991|Mir466n	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22661	ENSMUSG00000077993|AC113244.1	84	119	64	105	111	91	138	105	71	76	121	95	104	161	95	80	69	44	108	84	59	94	84	99	87
22662	ENSMUSG00000077995|AC122735.1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22663	ENSMUSG00000077996|Mir190b	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22664	ENSMUSG00000077998|Mir466f-2	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22665	ENSMUSG00000077999|AL589870.1	89	8	7	4	11	13	9	14	7	4	11	6	7	5	11	13	7	7	8	9	10	14	7	3	9
22666	ENSMUSG00000078002|Mir880	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22667	ENSMUSG00000078006|AC141869.1	95	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22668	ENSMUSG00000078008|Mir291a	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
22669	ENSMUSG00000078010|AL954388.1	85	13	6	4	14	9	8	6	16	5	19	12	9	8	13	9	12	5	16	10	6	12	4	13	10
22670	ENSMUSG00000078012|AL732472.1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22671	ENSMUSG00000078015|AL603708.1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22672	ENSMUSG00000078017|Mir883a	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22673	ENSMUSG00000078019|AC124406.1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
22674	ENSMUSG00000078020|AL805935.1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22675	ENSMUSG00000078024|Mir883b	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22676	ENSMUSG00000078025|Mir466g	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22677	ENSMUSG00000078026|Mir4660	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22678	ENSMUSG00000078027|Mir449b	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22679	ENSMUSG00000078031|Mir466d	96	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
22680	ENSMUSG00000078032|Mir291b	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
22681	ENSMUSG00000078034|BX119956.1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22682	ENSMUSG00000078035|Mir293	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22683	ENSMUSG00000078036|AC114558.1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
22684	ENSMUSG00000078038|Mir881	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22685	ENSMUSG00000078041|Mir292	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22686	ENSMUSG00000078042|AC153982.1	97	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0
22687	ENSMUSG00000078057|Mir873	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22688	ENSMUSG00000078060|Mir466l	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
22689	ENSMUSG00000078061|AL731851.1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22690	ENSMUSG00000078062|AC167132.1	87	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22691	ENSMUSG00000078065|AL713967.1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22692	ENSMUSG00000078067|AC121600.1	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22693	ENSMUSG00000078080|Olfr585	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22694	ENSMUSG00000078087|Rps12l1	496	0	0	1	1	0	1	0	0	0	1	0	1	1	2	1	0	1	3	1	0	0	0	0	1
22695	ENSMUSG00000078091|Gm10912	1661	9	20	4	12	9	12	7	8	4	5	1	14	10	7	9	1	0	0	3	6	5	6	7	2
22696	ENSMUSG00000078096|Golgb1	498	41	25	40	54	34	50	31	31	32	47	45	40	41	16	25	37	30	57	21	23	25	32	50	42
22697	ENSMUSG00000078097|Gm10913	466	1	1	1	2	2	0	0	0	0	1	1	2	1	0	0	0	1	1	0	2	0	1	3	2
22698	ENSMUSG00000078116|Olfr828	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22699	ENSMUSG00000078117|Gm16485	3983	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22700	ENSMUSG00000078118|Olfr483	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22701	ENSMUSG00000078122|F630028O10Rik	3279	199	175	230	206	218	193	186	253	223	232	170	163	121	193	150	200	157	155	111	110	102	203	209	156
22702	ENSMUSG00000078123|Gm5071	1035	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22703	ENSMUSG00000078125|Gm10916	483	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
22704	ENSMUSG00000078126|Rpl23a-ps3	514	40	38	56	47	48	40	41	47	24	45	53	32	41	49	50	32	39	28	33	49	48	21	39	45
22705	ENSMUSG00000078127|Fam170b	1694	1	0	1	3	1	0	3	0	1	3	3	1	0	2	0	3	1	2	0	0	2	2	6	2
22706	ENSMUSG00000078128|Gm2178	357	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22707	ENSMUSG00000078129|Actl10	1501	0	0	1	2	0	0	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	1
22708	ENSMUSG00000078130|Gm11555	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22709	ENSMUSG00000078131|Krtap1-3	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22710	ENSMUSG00000078132|Gm11939	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22711	ENSMUSG00000078134|Gm12355	1311	7	8	18	6	7	8	4	12	2	9	7	5	7	7	6	10	3	4	6	2	2	9	5	5
22712	ENSMUSG00000078137|Ankrd63	4861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	1
22713	ENSMUSG00000078139|AK157302	1924	43	31	28	33	23	42	29	32	25	33	23	24	23	28	26	31	33	22	46	39	24	15	31	35
22714	ENSMUSG00000078141|Gm2399	228	2	2	5	4	3	2	3	2	5	4	10	8	2	4	2	8	3	5	3	4	8	26	17	10
22715	ENSMUSG00000078143|Gm17344	3568	3	2	9	6	3	7	2	3	2	5	7	2	5	6	6	5	6	5	7	0	3	11	7	2
22716	ENSMUSG00000078144|Capns2	1015	2	4	6	3	3	4	1	11	0	5	2	3	3	4	5	4	4	4	4	1	3	1	2	4
22717	ENSMUSG00000078151|Gm12226	876	2	5	7	5	2	11	6	7	5	8	12	2	5	4	2	4	7	7	7	3	8	7	3	8
22718	ENSMUSG00000078153|Psme2b-ps	837	173	115	192	231	192	259	179	209	141	261	186	202	175	171	190	132	143	177	157	136	159	128	180	220
22719	ENSMUSG00000078154|Gm12184	1310	17	27	29	15	36	22	18	21	20	11	17	14	19	27	22	23	22	28	23	16	14	13	26	21
22720	ENSMUSG00000078157|4931440F15Rik	3274	7	2	7	7	4	6	2	7	6	10	3	5	4	2	5	8	3	1	4	0	2	4	3	2
22721	ENSMUSG00000078160|Gm16503	3283	0	3	1	2	0	1	3	0	1	3	0	2	1	2	0	0	0	2	2	0	0	0	1	1
22722	ENSMUSG00000078161|BC007180	5631	2	0	3	4	3	4	2	5	3	5	0	1	2	1	0	2	5	1	7	4	0	5	4	4
22723	ENSMUSG00000078162|Gm2574	1232	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22724	ENSMUSG00000078164|Gm4392	339	0	3	0	0	0	2	3	1	3	2	2	2	0	1	0	0	2	2	0	0	4	1	1	0
22725	ENSMUSG00000078169|Gm16499	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22726	ENSMUSG00000078173|Lenep	1806	119	100	141	140	87	156	111	124	120	163	126	112	159	123	106	134	91	126	141	119	70	108	111	89
22727	ENSMUSG00000078177|Gm4877	810	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22728	ENSMUSG00000078179|Rnf148	1239	8	11	14	13	9	9	12	9	6	10	9	5	6	8	6	3	10	3	5	8	5	1	11	16
22729	ENSMUSG00000078180|AC239678.1	462	11	7	9	2	6	5	3	12	4	6	10	2	5	10	7	5	1	5	2	4	10	8	9	13
22730	ENSMUSG00000078182|Gm6083	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22731	ENSMUSG00000078183|Gm15610	195	1	0	2	3	5	4	2	1	2	2	3	6	1	2	3	2	2	3	2	6	1	1	3	2
22732	ENSMUSG00000078184|B020018G12Rik	1338	7	6	6	10	7	3	14	8	10	14	7	2	9	8	10	10	9	8	3	9	4	8	9	9
22733	ENSMUSG00000078185|Chml	1866	108	79	78	79	90	99	64	65	63	66	76	56	67	45	69	58	80	42	57	53	50	54	66	64
22734	ENSMUSG00000078186|Gm13821	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22735	ENSMUSG00000078187|Gm13820	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22736	ENSMUSG00000078190|Dnm3os	7928	52	40	72	104	64	55	50	65	58	97	73	37	55	74	82	83	57	40	34	41	47	56	61	33
22737	ENSMUSG00000078192|Gm7290	597	8	2	9	2	4	3	6	4	3	1	1	1	2	6	2	1	3	5	1	1	3	4	2	1
22738	ENSMUSG00000078193|Gm2000	445	72	83	89	90	68	65	56	61	55	86	83	88	77	75	87	74	76	65	62	73	87	66	69	79
22739	ENSMUSG00000078197|Gm17374	102	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22740	ENSMUSG00000078198|Olfr364-ps1	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22741	ENSMUSG00000078201|Tmem203	914	152	157	198	166	182	211	176	122	173	189	200	214	200	128	172	198	167	246	179	152	142	161	208	237
22742	ENSMUSG00000078202|Nrarp	2573	102	44	112	83	122	119	93	83	48	132	94	89	120	85	101	101	83	69	92	92	71	83	106	106
22743	ENSMUSG00000078206|Gm14458	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22744	ENSMUSG00000078208|Gm5634	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22745	ENSMUSG00000078210|Gm5924	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22746	ENSMUSG00000078212|Gm3757	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22747	ENSMUSG00000078213|Gm3750	1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22748	ENSMUSG00000078214|Gm5925	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22749	ENSMUSG00000078218|Gm3706	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22750	ENSMUSG00000078234|Klhdc7a	5854	891	1168	868	1078	1787	1852	546	1349	625	1414	2372	2435	728	507	431	747	371	1949	1125	141	375	305	773	1899
22751	ENSMUSG00000078235|Fam43b	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22752	ENSMUSG00000078238|Gm12854	297	2	4	1	0	1	2	2	0	2	2	1	1	0	0	2	1	0	0	0	1	2	1	1	1
22753	ENSMUSG00000078240|Gm3550	1656	0	1	3	0	0	2	0	0	2	1	0	2	0	1	3	0	0	3	0	1	2	1	3	1
22754	ENSMUSG00000078247|Airn	8543	21	17	21	33	28	26	9	13	13	30	32	32	6	24	25	36	19	38	10	15	14	24	35	18
22755	ENSMUSG00000078249|Hmga1-rs1	1599	13	8	13	15	20	17	10	14	13	16	14	23	17	10	10	7	7	9	16	9	12	4	8	14
22756	ENSMUSG00000078251|Gm16487	4037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22757	ENSMUSG00000078252|Krtap17-1	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22758	ENSMUSG00000078253|Krtap16-1	1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22759	ENSMUSG00000078254|Krtap29-1	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22760	ENSMUSG00000078255|Krtap9-5	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22761	ENSMUSG00000078256|Gm11565	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22762	ENSMUSG00000078257|2300003K06Rik	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22763	ENSMUSG00000078258|Gm11564	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22764	ENSMUSG00000078259|Gm11554	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22765	ENSMUSG00000078260|Gm11569	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22766	ENSMUSG00000078261|Gm11596	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22767	ENSMUSG00000078262|Krtap4-9	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22768	ENSMUSG00000078263|Gm14188	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22769	ENSMUSG00000078264|Gm14194	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22770	ENSMUSG00000078265|Gm14181	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22771	ENSMUSG00000078266|Gm14178	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22772	ENSMUSG00000078267|Gm14179	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22773	ENSMUSG00000078268|Gm14191	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22774	ENSMUSG00000078269|Gm14180	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22775	ENSMUSG00000078270|Gm14193	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22776	ENSMUSG00000078271|Gm14185	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22777	ENSMUSG00000078272|Gm14196	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22778	ENSMUSG00000078273|Gm14183	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22779	ENSMUSG00000078274|Gm14184	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22780	ENSMUSG00000078275|Gm14192	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22781	ENSMUSG00000078276|Gm14190	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22782	ENSMUSG00000078277|Gm14177	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22783	ENSMUSG00000078278|Gm14187	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22784	ENSMUSG00000078279|Gm14189	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22785	ENSMUSG00000078280|Tas2r122	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22786	ENSMUSG00000078284|Cdc73	1447	80	99	79	125	85	72	110	103	86	121	91	107	83	81	88	84	105	83	74	83	87	98	107	100
22787	ENSMUSG00000078289|Gm10923	462	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	1	0	0	1
22788	ENSMUSG00000078291|Gm3940	432	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
22789	ENSMUSG00000078300|Gm2606	1002	0	1	4	2	2	2	2	2	4	2	3	2	2	7	4	2	2	1	0	2	1	1	1	1
22790	ENSMUSG00000078302|Foxd1	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
22791	ENSMUSG00000078306|Gm16493	3758	21	26	38	36	23	38	35	37	24	34	36	26	18	21	35	29	35	30	27	30	22	25	27	26
22792	ENSMUSG00000078307|AI593442	5615	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22793	ENSMUSG00000078308|Gm7293	3450	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	1
22794	ENSMUSG00000078314|Gm14762	2985	0	2	0	0	2	1	0	0	1	1	2	2	0	0	0	2	0	1	0	2	0	2	1	0
22795	ENSMUSG00000078315|Fam47c	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22796	ENSMUSG00000078317|F8a	2490	223	267	224	244	230	247	210	213	221	256	249	259	209	211	253	333	224	319	217	242	262	248	304	312
22797	ENSMUSG00000078320|Gm362	2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22798	ENSMUSG00000078324|Gm2933	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22799	ENSMUSG00000078346|Gm5132	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22800	ENSMUSG00000078348|Sf3b5	733	472	523	563	567	524	607	505	492	482	554	489	537	567	511	501	690	397	696	513	446	523	440	617	605
22801	ENSMUSG00000078349|AW011738	1848	96	123	187	132	133	87	78	105	102	164	139	70	69	121	132	148	136	98	65	70	61	63	126	84
22802	ENSMUSG00000078350|1190007F08Rik	5070	252	208	189	263	279	207	191	223	174	294	198	225	160	142	132	130	76	160	130	78	118	131	123	147
22803	ENSMUSG00000078353|Ifnab	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22804	ENSMUSG00000078354|Ifna2	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22805	ENSMUSG00000078355|Gm13280	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22806	ENSMUSG00000078365|Mos	1449	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22807	ENSMUSG00000078370|Gm6316	1020	1	1	1	3	1	1	1	1	0	4	0	2	3	4	0	2	0	2	2	1	0	0	1	2
22808	ENSMUSG00000078377|Gm4294	615	7	8	12	9	3	11	11	4	2	9	12	3	5	7	10	6	5	2	8	4	8	11	8	11
22809	ENSMUSG00000078380|Gm6096	456	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
22810	ENSMUSG00000078384|Gm10935	2828	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22811	ENSMUSG00000078420|Olfr141	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22812	ENSMUSG00000078427|Sarnp	1062	525	483	647	613	534	540	508	513	534	653	530	451	472	395	471	574	364	437	448	488	452	380	630	461
22813	ENSMUSG00000078429|Ctdsp2	5148	1810	1657	1344	1337	2210	2112	1862	1389	1402	1419	1989	2142	2050	1300	1961	1673	1432	2116	1238	1641	2034	1496	1689	1836
22814	ENSMUSG00000078430|Gm10936	138	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
